participant_alias.id,participant_alias.alias_name,participant_alias.gender
,Kerritamba,|Male|
,Kerrithrarr,|Male|
,Kerse,|Male|
,Emil Kerseage,|Male|
,Tallov Kersk,|Male|
,Erel Kersos,|Male|
,Kerssoc,|Male|
,Lurze Kesh,|Male|
,Keshk,|Male|
,Kesivo,|Male|
,Jo Keslev,|Male|
,Serja Kesselrook,|Male|
,Kessk,|Male|
,Jilam Kester,|Male|
,Tarson Kestrel,|Male|
,Evans Ketara,|Male|
,Ketcher,|Male|
,Keten,|Male|
,Rel Keteris,|Male|
,Falyeh Keth,|Male|
,Thannor Keth,|Male|
,Keth-Keth,|Male|
,Ran Kether,|Male|
,Tarc Kether,|Male|
,Keto,|Male|
,Satal Keto,|Male|
,Sebban Keto,|Male|
,Kett,|Male|
,Jaen Kett,|Male|
,Kettch,|Male|
,Ketu,|Male|
,Ketwol,|Male|
,Hereven Kev,|Male|
,Kevell,|Male|
,Kevta,|Male|
,Kex,|Male|
,Anvar Keyis,|Male|
,Dar Keyis,|Male|
,Jax Keyn,|Male|
,Keyo-So,|Male|
,Khabarakh,|Male|
,Ob Khaddor,|Male|
,Gavar Khai,|Male|
,Thallis Khai,|Male|
,Khakraim,|Male|
,Sinsor Khal,|Male|
,Khamar,|Male|
,J'ane Khan,|Male|
,Lo Khan,|Male|
,Merrish Kran,|Male|
,Razi Khan,|Male|
,Tharston Kharl,|Male|
,Kharr,|Male|
,Kharrus,|Male|
,Nevan Khash,|Male|
,O'lif Khaz,|Male|
,Zarien Kheev,|Male|
,Kherus,|Male|
,Ni Khess,|Male|
,Khiss,|Male|
,Khlor,|Male|
,Garren Kho,|Male|
,Bax Kholer,|Male|
,Khorak,|Male|
,Ashaar Khorda,|Male|
,Teron Khorro,|Male|
,Khoss of Knylenn,|Male|
,Khourlet,|Male|
,Khoveri,|Male|
,Khreenk,|Male|
,Khreusis,|Male|
,Khurgee,|Male|
,Khyyynett,|Male|
,Gorak Khzam,|Male|
,Ki-Adi-Mundi,|Male|
,Kiaanta,|Male|
,Kiatha,|Male|
,Savor Kibbs,|Male|
,Kichiir,|Male|
,Kickback,|Male|
,Kiefer,|Male|
,Harme Kiela,|Male|
,Kieral,|Male|
,Feyet Kiez,|Male|
,Kikipi,|Male|
,Kikow,|Male|
,Surenit Kli'qiy,|Male|
,Plun Kil,|Male|
,Cedarik Killesa,|Male|
,Kilgore,|Male|
,Shoan Kilian,|Male|
,Killer,|Male|
,Kilnstrider,|Male|
,Stoer Kilos,|Male|
,Rycus Kilran,|Male|
,Trig Kilwallen,|Male|
,Norym Kim,|Male|
,Ronhar Kim,|Male|
,Sven Kim,|Male|
,Vidar Kim,|Male|
,Kimber,|Male|
,Archiban Frodrick Kimble,|Male|
,Ala Kimbo,|Male|
,Kin Kimdyara,|Male|
,Kimm,|Male|
,Rus Kal Kin,|Male|
,Eben Kinahay,|Male|
,Zyne Kinahay,|Male|
,Kinard,|Male|
,Pejanes Kindar,|Male|
,Darson Kinderlot,|Male|
,Kindin,|Male|
,Kindoro,|Male|
,Kine,|Male|
,Nycolai Kinesworthy,|Male|
,Kinfarg,|Male|
,Kinker,|Male|
,Drola Kinn,|Male|
,Tulu Kinn,|Male|
,Gael Kinner,|Male|
,Lon Kinnik,|Male|
,Kintaro,|Male|
,Hakma Kinto,|Male|
,Kiph,|Male|
,Dmaynel Kiph,|Male|
,Kips Haogin,|Male|
,Drokko Kira,|Male|
,Modon Kira,|Male|
,Oron Kira,|Male|
,Eelien Kirat,|Male|
,Adamar Kirb,|Male|
,Kirby,|Male|
,Tre'vor Kirieleison,|Male|
,Harridax Kirill,|Male|
,Tan Kirin,|Male|
,Kirith,|Male|
,Kirlocca,|Male|
,Kirnon,|Male|
,Kiro,|Male|
,Rya Kirsch,|Male|
,Osika Kirske,|Male|
,Kirth,|Male|
,Griebs Kishpaugh,|Male|
,Kisquar,|Male|
,Kisskk,|Male|
,Kit,|Male|
,Wesk Kit'pay,|Male|
,Kite,|Male|
,T'Jaleq Kith'Araquia,|Male|
,Prisk Kith'Vys,|Male|
,Kithaba,|Male|
,Joram Kithe,|Male|
,Kithriss,|Male|
,Don-Wan Kihotay,|Male|
,Kiv'arwa,|Male|
,Kiviett,|Male|
,Kix,|Male|
,Vekis Kiyanu,|Male|
,Kjazhed-Uhl,|Male|
,Hrar Kkak,|Male|
,Tteel Kkak,|Male|
,Kkatamik,|Male|
,Empideera Kkek,|Male|
,KkH'Oar'Rrhr,|Male|
,Kkrax,|Male|
,Kl'aal,|Male|
,Klaar,|Male|
,Klaatu,|Male|
,Klag,|Male|
,Klage,|Male|
,Hurley Klakk,|Male|
,Klallor,|Male|
,Klar,|Male|
,Paul Klarrk,|Male|
,Klarymére,|Male|
,Matric Klauskin,|Male|
,Kleck,|Male|
,Kleef,|Male|
,Aubin Kleej,|Male|
,Goethar Kleej,|Male|
,Kleetus,|Male|
,Klef,|Male|
,Klemp,|Male|
,Ott Klemp,|Male|
,Klemral,|Male|
,Leekz Kleng,|Male|
,Klesk,|Male|
,Kletoo,|Male|
,Klev,|Male|
,Titus Klev,|Male|
,Klevb,|Male|
,Klewer,|Male|
,Kim Klib,|Male|
,Klide,|Male|
,Klif,|Male|
,Kligson,|Male|
,Klikk,|Male|
,Klime,|Male|
,Kline,|Male|
,Bardo Klinj,|Male|
,Klintee,|Male|
,Derek Klivian,|Male|
,Kloff,|Male|
,Anderton Kloff,|Male|
,Kloo,|Male|
,Kloofus,|Male|
,Bhassi Kloor,|Male|
,Klork,|Male|
,Bissley Kloth,|Male|
,Klug,|Male|
,Dewt Kluskine,|Male|
,Klusoe,|Male|
,Spensor Kluub,|Male|
,Kluuus,|Male|
,Klydeker,|Male|
,Klysk,|Male|
,Knag,|Male|
,Thasca Knarr,|Male|
,Knash,|Male|
,Knave Three,|Male|
,Kneely,|Male|
,Kni,|Male|
,Knoke,|Male|
,Caleb Knolar,|Male|
,Knox,|Male|
,Jobath Knox,|Male|
,Knuckles,|Male|
,Knumai,|Male|
,Ko'lek,|Male|
,Rand Ko,|Male|
,Sarn Ko,|Male|
,Shodon Ko,|Male|
,Ko-oda,|Male|
,Daclo Koat-xi,|Male|
,Kobbeth,|Male|
,Viyo Kobbeth,|Male|
,Kobbu,|Male|
,Krin Koda,|Male|
,Kodin,|Male|
,Kodo Cass,|Male|
,Stae-Fahnti Koelbayr,|Male|
,Aj Koenes,|Male|
,Kofter,|Male|
,Koga Beoset,|Male|
,Gordul Koga,|Male|
,Gil Kogan,|Male|
,Hyndis Kogler,|Male|
,Vess Kogo,|Male|
,Yope Kogote,|Male|
,Koh,|Male|
,Bin Kohal,|Male|
,Joll Kohan,|Male|
,Koho,|Male|
,Kohvrekhar,|Male|
,Kolaff,|Male|
,Agen Kolar,|Male|
,Kolas,|Male|
,Sidris Kolb,|Male|
,Javis Koldor,|Male|
,Kole,|Male|
,Kolig,|Male|
,Yos Kolina,|Male|
,Koll,|Male|
,Vol Kolla,|Male|
,Maytoc Kollene,|Male|
,Kaycee Kollenz,|Male|
,Kollis,|Male|
,Vin Kollis,|Male|
,Kollrin,|Male|
,Koloch,|Male|
,Yerva Kologhar,|Male|
,Gor Kolomo,|Male|
,Bex Kolos,|Male|
,Kolot,|Male|
,Kolvin,|Male|
,Vagan Kolvy,|Male|
,Yensi Kolyin,|Male|
,Zyyacah Kolzaar,|Male|
,Alet Komain,|Male|
,Loy Kommas,|Male|
,Kompa,|Male|
,Shon Kon Ray,|Male|
,Kai Konnik,|Male|
,Shigar Konshi,|Male|
,Dal Konur,|Male|
,Hrath Koo,|Male|
,Koobis,|Male|
,Nojin Koolb,|Male|
,Kooloota-Fyf,|Male|
,Plo Koon,|Male|
,Bisad Koong,|Male|
,Koorst,|Male|
,Ellor Koota,|Male|
,Fendrilon Koozar,|Male|
,Jib Kopatha,|Male|
,Kopecz,|Male|
,Bray Kopedon,|Male|
,Deth Korakill,|Male|
,Korbel,|Male|
,Dewback Kord,|Male|
,Falback Kord,|Male|
,Nikollan Kord,|Male|
,Haddius Korden,|Male|
,Jayshon Korden,|Male|
,Tavin Korden,|Male|
,Kordren,|Male|
,Korenn,|Male|
,Televan Koreyy,|Male|
,Korgath,|Male|
,Valen Korik,|Male|
,Redris Korin,|Male|
,Sansin Koriss,|Male|
,Korkie Kryze,|Male|
,Xarot Korlin,|Male|
,Ap Kormar,|Male|
,Ahric Korownosek,|Male|
,Korq,|Male|
,Horace Korr,|Male|
,Jaden Korr,|Male|
,Zeerid Korr,|Male|
,Brant Korra,|Male|
,Korraj,|Male|
,Baz Korral,|Male|
,Korren,|Male|
,Marcus Korrin,|Male|
,Del Korrot,|Male|
,Korshnak,|Male|
,Korsin Fenn,|Male|
,Devore Korsin,|Male|
,Eldrak Korsin,|Male|
,Jariad Korsin,|Male|
,Yaru Korsin,|Male|
,Korso,|Male|
,Korsu,|Male|
,Kortawa,|Male|
,Kars Korthos,|Male|
,Korus,|Male|
,Koruu,|Male|
,Korvan,|Male|
,Korvus,|Male|
,Adair Koryunt,|Male|
,Nandrobarr Korzod,|Male|
,Kos,|Male|
,Jaylen Kos,|Male|
,Kassar Kosciusko,|Male|
,Kosh,|Male|
,Reynol Kosk,|Male|
,Kosmos,|Male|
,Stephannis Koss,|Male|
,Kota,|Male|
,Rahm Kota,|Male|
,Chlar Kotchmin,|Male|
,Eeth Koth,|Male|
,Kol Kotha,|Male|
,Ardun Kothe,|Male|
,Neven Kothe,|Male|
,Kothos twins,|Male|
,Dasariah Kothos,|Male|
,Vil Kothos,|Male|
,Davin Kotras,|Male|
,Nirittu Kotta,|Male|
,Jent Koush,|Male|
,Kovacs,|Male|
,Solen Kove,|Male|
,Bendlar Kovings,|Male|
,Kowen,|Male|
,Sadras Koyan,|Male|
,Koyo,|Male|
,Kozar,|Male|
,Kra'ake,|Male|
,Kraaken,|Male|
,Charat Kraal,|Male|
,Penzak Kraal,|Male|
,Jord Kraas,|Male|
,Kraat,|Male|
,Kraay,|Male|
,Krade,|Male|
,Krael,|Male|
,Krafte,|Male|
,Urzan Krag,|Male|
,Vadis Krag,|Male|
,Hez Kragg,|Male|
,Ona Kragg,|Male|
,Matarmeno Krahnn,|Male|
,Davish Krail,|Male|
,Tyl Krain,|Male|
,Meltch Krakko,|Male|
,Stiv Kram,|Male|
,Krane,|Male|
,Krannus,|Male|
,Lem Krarr,|Male|
,Kras,|Male|
,Kras'dohk,|Male|
,Krass,|Male|
,Harper Krass,|Male|
,Noren Krast,|Male|
,Zorin Krasul,|Male|
,Kratas,|Male|
,Krau,|Male|
,Kraven,|Male|
,Kravengash,|Male|
,Krax,|Male|
,Ket Krax,|Male|
,Venram Krax,|Male|
,Kraxith,|Male|
,Rakzen Krayle,|Male|
,Thorne Kraym,|Male|
,Zeelius Kraymunder,|Male|
,Krayn,|Male|
,Darth Krayt,|Male|
,Zho Krazhmir,|Male|
,Karka Kre'fey,|Male|
,Laryn Kre'fey,|Male|
,Traest Kre'fey,|Male|
,Joad Kreel,|Male|
,Jodoo Kreen,|Male|
,Prengahl Kreen,|Male|
,Kreet'ah,|Male|
,Kreezo,|Male|
,Kreg,|Male|
,Deth Kregg,|Male|
,Kreigg,|Male|
,Krelk,|Male|
,Damon Krell,|Male|
,Pong Krell,|Male|
,Krelman,|Male|
,Krempil,|Male|
,Ki-Ta Kren,|Male|
,Delak Krennel,|Male|
,Bushman Krentz,|Male|
,Krepauk,|Male|
,Kres'ten'tarthi,|Male|
,Kreshan,|Male|
,Kresk,|Male|
,Elcho Kressh,|Male|
,Ludo Kressh,|Male|
,Vodal Kressh,|Male|
,Kressis,|Male|
,Krestock,|Male|
,Dalmeidan Kretch,|Male|
,Krett,|Male|
,Kreuge,|Male|
,Domoru Krev,|Male|
,Krevan,|Male|
,Krickle,|Male|
,Krieg,|Male|
,Ganner Krieg,|Male|
,Maxxar Krieg,|Male|
,Krikit,|Male|
,Omus Krill,|Male|
,Krillis,|Male|
,Oolan Krim,|Male|
,Krimyn,|Male|
,Hityamun Kris,|Male|
,Chak Krist,|Male|
,Sinick Kritkeen,|Male|
,Kritt,|Male|
,Krix,|Male|
,Kroius,|Male|
,Kroj'b,|Male|
,Krok,|Male|
,Krol-Pek,|Male|
,Cy Krolo,|Male|
,Kron,|Male|
,Eryk Kroogar,|Male|
,Erg Krow,|Male|
,Krox,|Male|
,Glie'oleg Kru,|Male|
,Kruc,|Male|
,Krudar,|Male|
,Krugon,|Male|
,Darth Kruhl,|Male|
,Krukal,|Male|
,Kaox Krul,|Male|
,Kruluk,|Male|
,Krunch,|Male|
,Kruqr,|Male|
,Krussk,|Male|
,Krutch,|Male|
,Chenik Kruun,|Male|
,Kruuny,|Male|
,Krygg,|Male|
,Kryll,|Male|
,Kryos,|Male|
,Krystal,|Male|
,Krül,|Male|
,Zal Afreg Kt'Aya,|Male|
,Ku'amar,|Male|
,Denua Ku,|Male|
,Ku-Kak,|Male|
,Quiberon Kuat,|Male|
,Kubariet,|Male|
,Kubla,|Male|
,Kuce,|Male|
,Kudos,|Male|
,Kueller,|Male|
,Kuep,|Male|
,Aldrich Kugel,|Male|
,Kugg,|Male|
,Kuhqo,|Male|
,Kuhru,|Male|
,Remmik Kulavinar,|Male|
,Iwo Kulka,|Male|
,Kullen,|Male|
,Kullin,|Male|
,Kum'Jushkin,|Male|
,Mif Kumas,|Male|
,Vall Kumauri,|Male|
,Kumus,|Male|
,Exar Kun,|Male|
,Fo Kuna,|Male|
,Eanjer Kunarazti,|Male|
,Nuru Kungurama,|Male|
,Kunoa,|Male|
,Kunra,|Male|
,Kupalo,|Male|
,Kurakk,|Male|
,Thichis Kuras,|Male|
,Jor Ul Kurax,|Male|
,Peate Kurin,|Male|
,Kurjj,|Male|
,Kurline,|Male|
,Kurlo,|Male|
,Vor'en Kurn,|Male|
,Kunn Kuroosh,|Male|
,Kosh Kurp,|Male|
,Nateba Kurr,|Male|
,Erib Kurrugh,|Male|
,Kursil,|Male|
,Vhell Kursoc,|Male|
,Kurt,|Male|
,Grommik Kurthson,|Male|
,Kurvis,|Male|
,Kerch Kushi,|Male|
,Kushone,|Male|
,Kusk,|Male|
,Ung Kusp,|Male|
,Polvin Kut,|Male|
,Kuthak,|Male|
,Kuthana,|Male|
,Kuthara,|Male|
,Kulltu Kutta,|Male|
,Regg Kuuga,|Male|
,Jatta Kuum,|Male|
,Kuuztin,|Male|
,Kuykenda,|Male|
,Tjulan Kwaad,|Male|
,Yakun Kwaad,|Male|
,Ah Kwan,|Male|
,Bidlo Kwerve,|Male|
,Kwilaan,|Male|
,Kwilper,|Male|
,Pel Kwinn,|Male|
,Charza Kwinn,|Male|
,Vortia Kwis,|Male|
,Sien Kyak,|Male|
,Syub Kyak,|Male|
,Kyakhta,|Male|
,Natas Kyber,|Male|
,Torino Kyber,|Male|
,Flynn Kybo,|Male|
,Cryl Kydris,|Male|
,Kylan DuPre,|Male|
,Dav Kylanu,|Male|
,Kylbar,|Male|
,Djinn Kylo,|Male|
,Kymn,|Male|
,Sedyn Kyne,|Male|
,Myn Kyneugh,|Male|
,Kyoopid,|Male|
,Dorbus Kyrullus,|Male|
,Kyrus,|Male|
,Jaron Kyte,|Male|
,Kyvax,|Male|
,Nanno L'a,|Male|
,Hunet L'Beck,|Male|
,Omin L'Loxx,|Male|
,L'raak,|Male|
,Been L'toth,|Male|
,Kiles L'toth,|Male|
,L'Urak,|Male|
,Dictio L'varren,|Male|
,Arian Laabann,|Male|
,Laanars,|Male|
,Laane,|Male|
,Aanxi Raanxi Laanxi,|Male|
,Shohta Laar,|Male|
,Labansat,|Male|
,Lachichuk,|Male|
,Lachton,|Male|
,Andrel Lacmar,|Male|
,Dean Lado,|Male|
,Slaag Lado,|Male|
,Klepa Laeel,|Male|
,Laeras-Wu,|Male|
,Jubai Laetlii,|Male|
,Garouf Lafoe,|Male|
,Thook Lafrell,|Male|
,Nap Lagard,|Male|
,Ian Lago,|Male|
,Kun Lago,|Male|
,Lagon,|Male|
,Unda Lagor,|Male|
,Lagrane,|Male|
,Czulkang Lah,|Male|
,Khalee Lah,|Male|
,Liaan Lah,|Male|
,Maal Lah,|Male|
,Qau Lah,|Male|
,Qurang Lah,|Male|
,Tsavong Lah,|Male|
,Zhat Lah,|Male|
,Lahoa Diatog,|Male|
,Lahzar,|Male|
,Lai-O-Sid,|Male|
,Ivo Laibach,|Male|
,Ceth Laike,|Male|
,Joti Laike,|Male|
,Laine,|Male|
,Lair,|Male|
,Evram Lajaie,|Male|
,Broma Lak,|Male|
,Yuka Laka,|Male|
,Grancha Lakand,|Male|
,Ingon Lakbo,|Male|
,Amada Lakhasa,|Male|
,Lakhti,|Male|
,Grodon Lakky,|Male|
,Lalat'k,|Male|
,Lamar the Fifth,|Male|
,Vrook Lamar,|Male|
,Lamburt,|Male|
,Aycee Lameers,|Male|
,Alec Lamere,|Male|
,Lammin,|Male|
,Lamner,|Male|
,Lamorrack,|Male|
,Tamo Lan,|Male|
,Lanai,|Male|
,Lancoln,|Male|
,Landau,|Male|
,Joq Landhauler,|Male|
,Landric,|Male|
,Alexir Lands,|Male|
,Roan Lands,|Male|
,Adion Lang,|Male|
,Jym Lang,|Male|
,Langor,|Male|
,Langre,|Male|
,Langstrom,|Male|
,Blix Lanister,|Male|
,Lanius,|Male|
,Bels Lank,|Male|
,Par Lankin,|Male|
,Lanklyn,|Male|
,Kro Lann,|Male|
,Sergus Lanox,|Male|
,Hyoca Lans,|Male|
,Olaver Lansel,|Male|
,Gana Lant,|Male|
,Vo Lantes,|Male|
,Laotah,|Male|
,Xopw Laow,|Male|
,Torkel Laphmer,|Male|
,Lar'omx,|Male|
,Brock Lar,|Male|
,Can Lar,|Male|
,Zuol Lavor Xariv Lar,|Male|
,Lar-Odo,|Male|
,Jest Lar-Quain,|Male|
,Laramont,|Male|
,Larbec,|Male|
,Larbo,|Male|
,Larcoh,|Male|
,Naat Lare,|Male|
,Larens,|Male|
,Largetto,|Male|
,Largo,|Male|
,Ki Largo,|Male|
,Nason Laric,|Male|
,Thon Larimhor,|Male|
,Larindaz,|Male|
,Larit,|Male|
,Larken,|Male|
,Aaren Larker,|Male|
,Larkin,|Male|
,Larm,|Male|
,Daric LaRone,|Male|
,Adum Larp,|Male|
,Larrim,|Male|
,Larry,|Male|
,Lars,|Male|
,Cliegg Lars,|Male|
,Edern Lars,|Male|
,Hal Lars,|Male|
,Lef Lars,|Male|
,Owen Lars,|Male|
,Larus,|Male|
,Joz Larutur,|Male|
,Larvit,|Male|
,Thar Lasan,|Male|
,Lasavvou,|Male|
,Roald Lasdal,|Male|
,Green Laser,|Male|
,Traze Lasfer,|Male|
,Laskar,|Male|
,Laskin,|Male|
,Lasko,|Male|
,Laspevar,|Male|
,Lassicar,|Male|
,Last Curator of Records,|Male|
,Last surviving son of the leader of the Council of Elders of Tol-Kachorn,|Male|
,Lathaam,|Male|
,Marsden Latham,|Male|
,Lathe,|Male|
,LaTor,|Male|
,Sharr Latt,|Male|
,Erik Lauderslag,|Male|
,Jam Lavar,|Male|
,Lawadaa,|Male|
,Bec Lawise,|Male|
,Cut Lawquane,|Male|
,Jek Lawquane,|Male|
,Nek Lawsirk,|Male|
,Layton,|Male|
,Laytron,|Male|
,Nurfa Laz'op,|Male|
,Lazhae,|Male|
,Santhou Lazith'chika,|Male|
,Lar Le'Ung,|Male|
,Leaft,|Male|
,Glarc Leapfar,|Male|
,Stoghin Learz,|Male|
,Lorimar Lebauer,|Male|
,Ludlo Lebauer,|Male|
,Drikl Lecersen,|Male|
,Orten Ledes,|Male|
,Ortha Ledox,|Male|
,Lee Ballaron,|Male|
,Karrison Lee,|Male|
,Lee-Char,|Male|
,Kaa'to Leeachos,|Male|
,Leed,|Male|
,Sobo Leeda,|Male|
,Benbul Leedee,|Male|
,Leeds,|Male|
,Leektar,|Male|
,Leelu,|Male|
,Stonias Leem,|Male|
,Leemoth,|Male|
,Leen,|Male|
,Leenik,|Male|
,Leeno,|Male|
,Sythluss Leethe,|Male|
,Rars Lefken,|Male|
,Dolac Legasi,|Male|
,Legassi,|Male|
,Legat,|Male|
,Ixidro Legorburu,|Male|
,Lehesu,|Male|
,Sris Lehhett,|Male|
,Nabrun Leids,|Male|
,Erv Lekauf,|Male|
,Jori Lekauf,|Male|
,Gayem Leksende,|Male|
,Yem Leksende,|Male|
,Lelin-Dor,|Male|
,Lemayne,|Male|
,Lemcke,|Male|
,Bevel Lemelisk,|Male|
,Arbian J. Lemmeloth,|Male|
,Lemo,|Male|
,Danar Len,|Male|
,Issan Len,|Male|
,Lenc,|Male|
,Lench,|Male|
,Kalon Lenitor,|Male|
,Lenks,|Male|
,Lennart,|Male|
,Lennox,|Male|
,Xamuel Lennox,|Male|
,Lenovar,|Male|
,Lensi,|Male|
,Tenk Lenso,|Male|
,Lenz,|Male|
,Lenzer,|Male|
,Tiggs Leo,|Male|
,Bodé Leobund XI,|Male|
,Leocald VII,|Male|
,Leong,|Male|
,Lepira,|Male|
,Menchi Lerann,|Male|
,Scrib Leras,|Male|
,Lerek,|Male|
,Sona Lerenga,|Male|
,Lergan,|Male|
,Gavid Lermyn,|Male|
,Feruun Lern,|Male|
,Jax Lerrian,|Male|
,Lesh,|Male|
,Lesher,|Male|
,Lesilk,|Male|
,Lesim,|Male|
,Joss Leskwin,|Male|
,Lesnorr,|Male|
,Clu Lesser,|Male|
,Jakohaul Lessor,|Male|
,Zhar Lestin,|Male|
,Umak Leth,|Male|
,Daxtorn Lethos,|Male|
,Leurm,|Male|
,Leuro-Khian,|Male|
,Levardio,|Male|
,Dael Levare,|Male|
,Leviathor,|Male|
,Levnis,|Male|
,Retter Lewis,|Male|
,Lex,|Male|
,Brogan Ley,|Male|
,Lhagva,|Male|
,Lhojugg,|Male|
,Lhunu,|Male|
,Li Preni,|Male|
,Toxus Li,|Male|
,Tungo Li,|Male|
,Liagri,|Male|
,Liak,|Male|
,Liam,|Male|
,Deign Lian,|Male|
,Selong Lian,|Male|
,Vo Lian,|Male|
,Crost Lib'eyay,|Male|
,Gilramos Libkath,|Male|
,Lida,|Male|
,Mix Liddell,|Male|
,Lieber,|Male|
,Adazian Liebke,|Male|
,Dannen Lifehold,|Male|
,Gibbon Lightmoon,|Male|
,Ronin Lightrunner,|Male|
,Ekayn Liistot,|Male|
,Drif Lij,|Male|
,Liko'da,|Male|
,Lillald,|Male|
,Lilmit,|Male|
,Pons Limbic,|Male|
,Limeren,|Male|
,Z. Limmer,|Male|
,Limmiz,|Male|
,Garlan Limoth,|Male|
,Marsh Limoth,|Male|
,Berd Lin,|Male|
,Arviz Linden,|Male|
,Linder,|Male|
,Linds,|Male|
,Lindy,|Male|
,Lingering Harmony,|Male|
,Ciption Lingsnot,|Male|
,Po Ruddle Lingsnot,|Male|
,Ussto Lingsnot,|Male|
,Linis,|Male|
,Linkaas,|Male|
,Harbo Linn,|Male|
,Siv'rool Linnaie,|Male|
,Avery Linnix,|Male|
,Linrec,|Male|
,Marck Linth,|Male|
,Lio,|Male|
,Nion Lip'to,|Male|
,Raice Liq,|Male|
,Lirondo,|Male|
,Lishma,|Male|
,Teven Liss'ard,|Male|
,Allard Lissara,|Male|
,Lisum,|Male|
,Litas,|Male|
,Rogen Lithal,|Male|
,Living windmill,|Male|
,Lix,|Male|
,Liyn,|Male|
,Lizard boy,|Male|
,Ll'awa,|Male|
,Llaban,|Male|
,Nash Llalik,|Male|
,Nashiak Llalik,|Male|
,Llanmore,|Male|
,Llantho,|Male|
,Llerd,|Male|
,Llez,|Male|
,Lliegis'Nevz,|Male|
,Llitishi,|Male|
,Llleag'Mak,|Male|
,Deyd Llnewe,|Male|
,Llollulion,|Male|
,Drake Lo'gaan,|Male|
,Kras'ka Lo'lar,|Male|
,Lo'tar,|Male|
,Hat Lo,|Male|
,Kaz Lo,|Male|
,Pons Lo,|Male|
,Lo-Jad,|Male|
,Lo-Taren,|Male|
,Whorm Loathsom,|Male|
,Deringon Lobacc,|Male|
,Lobarorr,|Male|
,Lobot,|Male|
,Cunbus Locb,|Male|
,Loccin,|Male|
,Uldir Lochett,|Male|
,Alton Lochner,|Male|
,Lock,|Male|
,Orrell Lockerbee,|Male|
,Lod,|Male|
,Lodish,|Male|
,Lodrel,|Male|
,Lodrex,|Male|
,Lofryyhn,|Male|
,Hantor Loftus,|Male|
,Logan,|Male|
,Varus Logan,|Male|
,Viume Loggun,|Male|
,Logor,|Male|
,Logray,|Male|
,Brahle Logris,|Male|
,Loh'khar,|Male|
,Gulek Lohn,|Male|
,Daegen Lok,|Male|
,Lokar,|Male|
,Eckard Lokin,|Male|
,Lokir-Ka,|Male|
,Uwin Lokk,|Male|
,Rand Lokta,|Male|
,Lom,|Male|
,Cabet Lom,|Male|
,Lomrokk,|Male|
,Lon,|Male|
,Lonai,|Male|
,Turren Lonarr,|Male|
,Lonay,|Male|
,Ross Londabir,|Male|
,Shimer Londalin,|Male|
,Tylan Londar,|Male|
,Londrah,|Male|
,Londrod,|Male|
,Zadik Lone,|Male|
,Laze Loneozner,|Male|
,Orrin Loneozner,|Male|
,Gee Long,|Male|
,Longeye,|Male|
,Kéral Longknife,|Male|
,Longmar,|Male|
,Longnose,|Male|
,Kale Longo,|Male|
,Trig Longo,|Male|
,Von Longo,|Male|
,Gideon Longspar,|Male|
,Lonkin,|Male|
,Lonn,|Male|
,Seer Lonnel,|Male|
,Olon Lono,|Male|
,Rish Loo,|Male|
,Loodux,|Male|
,Kathos Loof,|Male|
,Thurm Loogg,|Male|
,Looie,|Male|
,Loopa,|Male|
,Kirtan Loor,|Male|
,Saras Loorne,|Male|
,Havriso Looruya,|Male|
,Lootra,|Male|
,Loovi,|Male|
,Wallaw Loowobbli,|Male|
,Kyril Lopaki,|Male|
,Rotar Lopani,|Male|
,Lope,|Male|
,Burdo Loquoy,|Male|
,Bosann Lor'kor,|Male|
,Galon Lor,|Male|
,Lorac,|Male|
,Loran,|Male|
,Garik Loran,|Male|
,Bornet Lorax,|Male|
,Lorchlar,|Male|
,Avik Lore,|Male|
,Lorek,|Male|
,Amarent Loren,|Male|
,Lorenn,|Male|
,Lorgal,|Male|
,Lorgrombo,|Male|
,Lorik,|Male|
,Lorin,|Male|
,Lorindan,|Male|
,Lorman,|Male|
,Dilvin Lormurojo,|Male|
,Treun Lorn,|Male|
,Throm Loro,|Male|
,Snoke Loroan,|Male|
,Lorrb,|Male|
,Sannus Lorrick,|Male|
,Jace Lorrin,|Male|
,Lorrir,|Male|
,Reen Loruk,|Male|
,Lorus,|Male|
,Losh,|Male|
,Kinakt Losron,|Male|
,Lotas,|Male|
,Swaine Lothar,|Male|
,Mak Lotor,|Male|
,Arndall Lott,|Male|
,Zen Lotto,|Male|
,Lou,|Male|
,Loubo,|Male|
,M'Kyas Love,|Male|
,Rexis Lovech,|Male|
,Lowan,|Male|
,Lowbacca,|Male|
,Lowhhrick,|Male|
,Lox,|Male|
,Loyada,|Male|
,Bieque Lozan-Lippid,|Male|
,Lu Chagra,|Male|
,Lu'bratnik,|Male|
,Lu'daal-ud,|Male|
,Jambe Lu,|Male|
,Mi Fon Lu,|Male|
,Luah,|Male|
,Lua’wan,|Male|
,Booto Lubble,|Male|
,Lubboon,|Male|
,Beadle Lubboon,|Male|
,Luca,|Male|
,Trask Lucan,|Male|
,Lucen-Tok,|Male|
,Tyler Lucian,|Male|
,Lucien,|Male|
,Luco,|Male|
,Corlissi Ludar,|Male|
,Lude,|Male|
,Wam Lufba,|Male|
,Darth Luft,|Male|
,Lugh,|Male|
,Lugus,|Male|
,Luhar,|Male|
,Erd Lumas,|Male|
,Lumat,|Male|
,Lumbra,|Male|
,Lumon,|Male|
,Lumpawaroo,|Male|
,Lumus,|Male|
,Lunddel,|Male|
